StudentID,Age,Gender,County,Program,ProgramType,LearningMode,EducationLevel,EmploymentStatus,PaymentPlan,DeviceType,InternetQuality,PreviousCodingExperienceYears,WeeklyStudyHours,AttendanceRatePercent,AssignmentsSubmitted,AssignmentsLate,AverageQuizScore,AverageProjectScore,ForumPosts,MentorSessionsAttended,GitHubCommits,ProjectsCompleted,PreferredProgrammingLanguage,CareerGoal,AdmissionSource,ProjectCategory,MonthlyFeePaidKES,OutstandingBalanceKES,ScholarshipPercent,DaysSinceLastLogin,LoginFrequencyPerWeek,VideoLessonsWatched,LabCompletionRatePercent,PeerCollaborationScore,CommunicationScore,ProblemSolvingScore,ConfidenceLevel1To10,EngagementLevel,AttendanceStatus,DropoutRiskLevel,FinalClusterHint
STU-0186,27,Male,Eldoret,Software Engineering,Diploma,Online,Diploma,Employed,Installments,Laptop,Average,1.9,21,79,19,0,72,75,29,14,98,4,Dart,Build startup,Event,IoT Project,73062,1938,0,1,3,45,71,1,9,8,5,High,Moderate,Medium,Practical Builder
STU-0187,27,Male,Kisii,Robotics,Diploma,Physical,High School,Employed,Installments,Laptop,Poor,0.8,20,66,10,8,74,90,28,10,54,6,Python,Freelance,Google Search,Mobile App,31887,16113,20,3,7,90,70,9,7,8,8,Medium,Moderate,Low,Practical Builder
STU-0188,28,Female,Machakos,Cloud Computing,Certificate,Online,Degree,Self-employed,Installments,Laptop,Good,0.8,24,88,9,9,68,95,38,1,86,4,Python,Upskill current job,WhatsApp,AI Model,21123,23877,50,2,9,23,88,5,8,9,2,Very High,Consistent,Medium,Practical Builder
STU-0189,22,Female,Kisii,Cloud Computing,Certificate,Physical,Diploma,Employed,Full Payment,Laptop,Good,4.0,12,91,19,0,85,79,41,10,43,1,Kotlin,Get a tech job,School Visit,Blockchain App,24000,6000,0,1,3,119,84,7,3,10,4,High,Consistent,Medium,Career Switcher
STU-0190,35,Female,Nyeri,Full Stack JavaScript,Bootcamp,Physical,Degree,Unemployed,Partial Scholarship,Tablet,Average,2.2,4,61,10,0,50,63,17,5,8,2,Dart,Build startup,Event,Blockchain App,59589,3410,30,13,4,58,72,6,1,6,5,Low,Moderate,Medium,Casual Learner
STU-0191,41,Male,Nyeri,AI & Machine Learning,Diploma,Hybrid,Degree,Self-employed,Partial Scholarship,Desktop,Average,0.7,34,93,16,2,79,78,10,1,80,7,Dart,Academic research,WhatsApp,IoT Project,53972,9027,30,2,10,32,80,9,4,7,9,Very High,Consistent,Low,High Performer
STU-0192,30,Female,Kiambu,Data Science,Certificate,Online,Diploma,Student,Installments,Laptop,Average,0,22,81,13,2,61,69,13,2,18,1,Python,Academic research,School Visit,Web App,23767,51233,0,4,3,15,78,2,2,5,8,Medium,Consistent,Low,Career Switcher
STU-0193,20,Female,Nairobi,Robotics,Diploma,Online,High School,Student,Sponsored,Smartphone,Average,2.2,12,69,15,4,82,93,4,1,150,4,Dart,Get a tech job,WhatsApp,Web App,54984,5016,0,5,8,109,89,1,9,8,4,Medium,Moderate,Low,Practical Builder
STU-0194,33,Female,Machakos,Cybersecurity,Certificate,Hybrid,Diploma,Unemployed,Installments,Laptop,Good,1.0,14,73,20,0,82,64,31,12,67,1,Kotlin,Academic research,WhatsApp,AI Model,35779,39221,0,6,2,51,67,9,1,6,6,High,Moderate,Low,Career Switcher
STU-0195,24,Female,Nakuru,Robotics,Diploma,Hybrid,Postgraduate,Employed,Partial Scholarship,Smartphone,Good,2.7,31,85,17,3,87,92,44,9,178,8,Kotlin,Get a tech job,TikTok,Design Prototype,31227,4773,20,0,6,18,83,2,6,8,6,High,Consistent,Low,High Performer
STU-0196,40,Female,Nakuru,Cloud Computing,Certificate,Hybrid,Degree,Unemployed,Installments,Desktop,Excellent,1.0,16,77,8,0,59,79,6,11,28,1,Java,Academic research,School Visit,Web App,26958,36041,30,5,5,11,70,8,1,6,7,High,Moderate,Low,Career Switcher
STU-0197,38,Female,Eldoret,Data Science,Certificate,Online,Postgraduate,Unemployed,Installments,Laptop,Good,1.2,10,52,9,8,64,59,42,13,25,4,Python,Academic research,WhatsApp,Data Dashboard,20190,21810,30,17,4,104,55,3,8,8,3,Low,Irregular,Low,Casual Learner
STU-0198,38,Female,Eldoret,UI/UX Design,Certificate,Physical,Diploma,Student,Installments,Laptop,Excellent,1.4,9,63,14,3,60,46,6,6,6,1,Dart,Get a tech job,WhatsApp,Web App,31539,13461,0,7,3,49,55,7,6,4,4,Medium,Moderate,Low,Casual Learner
STU-0199,20,Female,Mombasa,Mobile App Development,Certificate,Online,Degree,Student,Installments,Smartphone,Good,2.4,13,46,8,11,60,57,43,3,41,4,JavaScript,Upskill current job,WhatsApp,Design Prototype,58440,1560,0,13,5,48,57,9,6,5,10,Low,Irregular,Medium,Casual Learner
STU-0200,34,Male,Nakuru,Data Science,Certificate,Online,Degree,Unemployed,Partial Scholarship,Laptop,Excellent,0.9,13,51,17,2,61,53,32,12,9,4,Kotlin,Academic research,TikTok,Web App,51091,23909,0,16,2,43,55,9,6,5,7,Medium,Irregular,Low,Casual Learner
STU-0201,22,Female,Kisumu,UI/UX Design,Certificate,Hybrid,Postgraduate,Self-employed,Partial Scholarship,Laptop,Good,1.7,1,58,16,2,32,43,4,10,29,0,JavaScript,Get a tech job,TikTok,Mobile App,33668,62332,20,14,1,31,53,5,5,3,5,Medium,Moderate,High,Struggling Learner
STU-0202,24,Female,Eldoret,Software Engineering,Diploma,Physical,Postgraduate,Unemployed,Installments,Laptop,Average,0.0,24,90,11,1,96,95,20,9,90,8,Python,Academic research,WhatsApp,IoT Project,16168,43832,50,0,12,43,84,7,6,8,7,High,Consistent,Low,High Performer
STU-0203,33,Female,Eldoret,Data Science,Certificate,Hybrid,Diploma,Student,Sponsored,Laptop,Good,1.3,10,58,6,7,49,48,34,5,16,2,JavaScript,Freelance,Google Search,Blockchain App,116258,3742,0,11,4,94,46,6,9,6,8,Medium,Moderate,Medium,Casual Learner
STU-0204,26,Male,Kakamega,Full Stack JavaScript,Bootcamp,Hybrid,High School,Student,Installments,Desktop,Average,0,5,65,11,4,43,27,5,14,34,0,C++,Upskill current job,Event,Web App,107705,12295,0,21,3,110,43,5,4,3,8,Low,Moderate,High,Struggling Learner
STU-0205,19,Female,Eldoret,Mobile App Development,Certificate,Hybrid,Degree,Unemployed,Partial Scholarship,Tablet,Good,1.0,20,79,5,12,77,70,12,10,127,2,C++,Build startup,Event,IoT Project,27235,8765,20,2,10,44,74,10,2,6,3,Very High,Moderate,Low,Practical Builder
STU-0206,42,Female,Eldoret,Cloud Computing,Certificate,Physical,Diploma,Self-employed,Full Payment,Laptop,Average,0,12,78,9,7,66,75,12,4,80,5,Java,Build startup,School Visit,Web App,13542,46458,0,3,3,94,71,1,7,9,10,Medium,Moderate,Low,Practical Builder
STU-0207,39,Female,Eldoret,Software Engineering,Diploma,Hybrid,Postgraduate,Student,Full Payment,Laptop,Excellent,1.9,10,53,10,6,67,72,9,0,18,2,Kotlin,Get a tech job,Referral,Data Dashboard,35118,12882,20,12,6,42,60,4,10,8,4,Low,Irregular,Medium,Casual Learner
STU-0208,27,Female,Kakamega,AI & Machine Learning,Diploma,Online,Postgraduate,Unemployed,Sponsored,Laptop,Poor,0.5,26,89,10,6,90,89,42,5,56,3,Java,Upskill current job,TikTok,Web App,20480,15520,20,2,13,21,96,1,10,8,5,Very High,Consistent,Low,High Performer
STU-0209,39,Female,Mombasa,Full Stack JavaScript,Bootcamp,Online,Degree,Student,Partial Scholarship,Laptop,Excellent,1.2,5,64,18,0,36,53,12,2,20,1,Python,Upskill current job,Referral,Data Dashboard,17232,14267,30,12,2,11,55,3,1,6,5,Medium,Moderate,Medium,Struggling Learner
STU-0210,39,Female,Eldoret,Full Stack JavaScript,Bootcamp,Physical,Diploma,Student,Installments,Laptop,Average,2.8,19,92,7,3,67,86,31,10,89,2,Python,Freelance,TikTok,Web App,45109,2891,20,10,2,17,89,1,5,6,7,Medium,Consistent,Medium,Career Switcher
STU-0211,31,Female,Eldoret,Data Science,Certificate,Physical,Degree,Student,Installments,Laptop,Good,0,22,68,7,6,63,53,16,2,51,3,C++,Build startup,Referral,AI Model,18451,19049,50,1,7,35,63,2,1,5,3,Medium,Moderate,Medium,Career Switcher
STU-0212,42,Female,Kisii,Robotics,Diploma,Hybrid,Degree,Employed,Installments,Laptop,Average,2.5,24,77,18,0,70,78,27,10,102,6,C++,Build startup,Google Search,IoT Project,84056,35944,0,6,4,59,70,1,9,8,8,High,Moderate,Medium,Practical Builder
STU-0213,19,Female,Eldoret,UI/UX Design,Certificate,Physical,Postgraduate,Self-employed,Full Payment,Laptop,Excellent,2.4,11,82,13,5,57,71,16,9,95,2,Python,Upskill current job,WhatsApp,AI Model,10890,11610,50,6,9,15,82,1,2,8,3,Medium,Consistent,Medium,Practical Builder
STU-0214,35,Female,Kakamega,Full Stack JavaScript,Bootcamp,Physical,Degree,Self-employed,Partial Scholarship,Smartphone,Average,0.1,18,86,10,10,58,83,30,7,98,2,C++,Upskill current job,Event,AI Model,66335,23665,0,0,9,93,87,10,8,8,10,Medium,Consistent,Low,Practical Builder
STU-0215,21,Male,Nairobi,Data Science,Certificate,Online,High School,Employed,Partial Scholarship,Laptop,Good,0.6,12,57,8,2,45,54,9,11,54,4,Dart,Upskill current job,Referral,AI Model,28902,61098,0,7,4,94,59,8,8,3,8,Medium,Moderate,Low,Casual Learner
STU-0216,20,Female,Kajiado,Software Engineering,Diploma,Hybrid,Degree,Student,Installments,Laptop,Good,0.3,14,76,12,6,54,67,30,1,8,1,Kotlin,Freelance,Google Search,Mobile App,34527,10473,0,16,5,68,81,6,8,8,1,Medium,Moderate,Low,Casual Learner
STU-0217,24,Female,Nyeri,UI/UX Design,Certificate,Hybrid,Postgraduate,Employed,Partial Scholarship,Desktop,Average,0,9,75,8,3,50,64,10,9,18,3,Python,Freelance,Instagram,AI Model,6839,29161,20,5,6,67,62,7,8,6,4,Medium,Moderate,Low,Casual Learner
STU-0218,22,Male,Kiambu,AI & Machine Learning,Diploma,Online,High School,Employed,Full Payment,Laptop,Average,3.2,21,89,20,0,56,94,28,12,142,6,C++,Get a tech job,Event,Mobile App,5750,18250,20,4,5,63,85,2,10,6,9,Very High,Consistent,Low,Practical Builder
STU-0219,22,Female,Kisii,Full Stack JavaScript,Bootcamp,Physical,Postgraduate,Student,Full Payment,Laptop,Good,2.2,20,60,11,6,65,80,23,10,58,3,Kotlin,Upskill current job,Event,IoT Project,11576,10924,50,9,3,90,67,3,9,9,4,Medium,Moderate,Medium,Career Switcher
STU-0220,17,Female,Mombasa,Full Stack JavaScript,Bootcamp,Hybrid,High School,Student,Installments,Laptop,Good,2.2,7,27,17,2,29,56,20,14,3,2,Dart,Academic research,Event,IoT Project,17029,35471,30,29,4,49,31,5,9,4,7,Medium,Irregular,High,Struggling Learner
STU-0221,39,Female,Kakamega,Robotics,Diploma,Physical,Diploma,Self-employed,Full Payment,Laptop,Average,0.9,9,43,5,0,33,25,34,9,32,2,Java,Get a tech job,Referral,Design Prototype,40976,19024,0,16,4,38,31,5,7,1,1,Medium,Irregular,Medium,Struggling Learner
STU-0222,31,Female,Nyeri,Data Science,Certificate,Hybrid,Postgraduate,Self-employed,Partial Scholarship,Tablet,Excellent,0,9,63,20,0,34,42,6,5,19,1,Kotlin,Get a tech job,Referral,Web App,16122,15377,30,28,4,71,61,4,6,5,2,Low,Moderate,High,Struggling Learner
STU-0223,21,Female,Kisumu,Cloud Computing,Certificate,Physical,Degree,Unemployed,Installments,Laptop,Average,1.4,8,56,8,11,46,30,13,7,9,2,Python,Freelance,School Visit,AI Model,22379,22621,50,11,3,65,34,3,9,4,2,Medium,Moderate,Medium,Struggling Learner
STU-0224,33,Male,Kiambu,Software Engineering,Diploma,Physical,Degree,Self-employed,Installments,Laptop,Poor,3.1,14,63,7,13,69,68,2,6,42,2,Dart,Build startup,Event,Mobile App,58002,9498,10,8,2,66,73,5,10,8,6,Medium,Moderate,Medium,Career Switcher
STU-0225,37,Female,Eldoret,UI/UX Design,Certificate,Hybrid,Diploma,Self-employed,Full Payment,Laptop,Good,0,11,86,19,1,69,93,35,10,65,7,Dart,Get a tech job,Referral,Blockchain App,70917,19083,0,1,5,20,97,2,4,7,10,Very High,Consistent,Low,Practical Builder
STU-0226,22,Male,Nakuru,UI/UX Design,Certificate,Hybrid,Diploma,Unemployed,Full Payment,Laptop,Average,3.5,11,46,11,1,61,58,7,1,16,4,Kotlin,Build startup,Referral,IoT Project,12323,17677,0,3,5,74,47,5,3,5,5,Medium,Irregular,Medium,Casual Learner
STU-0227,22,Male,Kisii,Full Stack JavaScript,Bootcamp,Online,Postgraduate,Student,Installments,Laptop,Average,0,22,89,9,5,94,96,29,8,105,6,Dart,Get a tech job,TikTok,Design Prototype,18628,11372,0,3,6,57,84,8,1,10,4,Very High,Consistent,Low,High Performer
STU-0228,37,Male,Nakuru,UI/UX Design,Certificate,Physical,Postgraduate,Student,Partial Scholarship,Laptop,Good,3.4,33,87,17,2,82,95,41,2,153,7,Dart,Academic research,Instagram,Web App,20621,9379,50,3,5,5,82,8,5,9,7,High,Consistent,Low,High Performer
STU-0229,40,Male,Nakuru,AI & Machine Learning,Diploma,Online,High School,Employed,Sponsored,Smartphone,Excellent,1.9,22,81,15,0,66,78,44,2,49,2,C++,Upskill current job,Event,Data Dashboard,60142,59858,0,6,4,87,69,10,8,6,1,Medium,Consistent,Medium,Career Switcher
STU-0230,19,Male,Meru,UI/UX Design,Certificate,Online,Postgraduate,Student,Installments,Tablet,Good,3.1,15,89,5,7,80,92,1,12,31,2,Python,Freelance,Google Search,Blockchain App,39374,1126,10,7,8,40,91,4,2,9,4,Medium,Consistent,Medium,Practical Builder
STU-0231,23,Male,Kisumu,Blockchain Development,Bootcamp,Hybrid,Postgraduate,Student,Partial Scholarship,Laptop,Average,0,10,61,13,3,31,24,43,0,8,2,C++,Get a tech job,Event,AI Model,37912,14588,30,9,1,93,49,10,5,4,1,Medium,Moderate,Medium,Struggling Learner
STU-0232,30,Female,Kiambu,Cloud Computing,Certificate,Hybrid,Postgraduate,Unemployed,Installments,Desktop,Excellent,0.8,18,78,5,7,72,84,44,6,70,2,Python,Upskill current job,Google Search,Design Prototype,14311,6689,30,6,6,14,78,4,3,8,5,High,Moderate,Low,Practical Builder
STU-0233,35,Female,Nakuru,Software Engineering,Diploma,Online,Postgraduate,Employed,Partial Scholarship,Tablet,Good,0.5,35,96,10,6,78,98,20,14,159,7,Python,Get a tech job,WhatsApp,Web App,32748,15252,20,0,6,113,89,3,1,10,1,High,Consistent,Low,High Performer
STU-0234,18,Female,Kajiado,UI/UX Design,Certificate,Physical,Postgraduate,Employed,Partial Scholarship,Desktop,Good,1.4,8,52,7,0,26,41,38,11,1,1,C++,Academic research,Google Search,Mobile App,30471,29529,0,23,2,13,55,4,10,3,9,Low,Irregular,Medium,Struggling Learner
STU-0235,21,Male,Nairobi,Cybersecurity,Certificate,Online,Postgraduate,Self-employed,Installments,Smartphone,Good,2.2,21,65,16,2,71,88,12,3,114,7,Dart,Freelance,Event,IoT Project,82709,1291,30,2,3,86,72,2,6,7,8,Medium,Moderate,Low,Practical Builder
STU-0236,27,Female,Kajiado,Blockchain Development,Bootcamp,Online,High School,Unemployed,Partial Scholarship,Smartphone,Average,2.5,18,74,11,6,64,79,11,13,94,2,Kotlin,Build startup,WhatsApp,IoT Project,24393,65607,0,4,5,5,78,1,2,8,1,High,Moderate,Medium,Career Switcher
STU-0237,18,Male,Kisumu,Full Stack JavaScript,Bootcamp,Online,Diploma,Employed,Partial Scholarship,Desktop,Average,0.7,24,85,13,7,75,99,15,5,80,6,JavaScript,Build startup,TikTok,IoT Project,27009,2991,0,0,10,108,93,3,9,10,2,High,Consistent,Low,High Performer
STU-0238,39,Female,Machakos,Cloud Computing,Certificate,Physical,Diploma,Student,Sponsored,Laptop,Excellent,1.2,14,75,19,1,62,71,42,9,110,4,C++,Freelance,School Visit,Blockchain App,24474,56526,10,2,10,13,68,9,7,7,8,Medium,Moderate,Low,Practical Builder
STU-0239,39,Female,Eldoret,Robotics,Diploma,Online,Postgraduate,Student,Full Payment,Smartphone,Average,1.6,7,61,19,1,30,43,14,9,16,2,Java,Upskill current job,Instagram,AI Model,34940,32560,10,9,1,10,56,9,10,4,7,Low,Moderate,High,Struggling Learner
STU-0240,17,Male,Eldoret,Cloud Computing,Certificate,Online,High School,Self-employed,Partial Scholarship,Laptop,Good,2.5,2,42,9,10,34,26,21,4,7,0,Java,Freelance,Event,Data Dashboard,48273,11727,0,18,0,43,32,4,10,3,9,Low,Irregular,High,Struggling Learner
STU-0241,35,Male,Eldoret,Cloud Computing,Certificate,Hybrid,Diploma,Unemployed,Full Payment,Desktop,Average,1.7,8,54,17,0,41,25,23,2,20,0,C++,Upskill current job,Event,Design Prototype,30376,29624,0,20,3,78,33,5,1,5,6,Low,Irregular,High,Struggling Learner
STU-0242,26,Female,Nyeri,UI/UX Design,Certificate,Online,High School,Employed,Full Payment,Smartphone,Average,3.4,13,70,14,4,64,51,28,10,30,1,Dart,Upskill current job,Referral,Mobile App,38362,6638,0,15,2,119,60,2,3,4,9,Medium,Moderate,Low,Casual Learner
STU-0243,19,Female,Nakuru,Cybersecurity,Certificate,Online,Degree,Student,Installments,Laptop,Poor,0.1,13,69,13,4,72,83,27,13,91,7,Kotlin,Freelance,TikTok,Web App,27333,8667,20,1,9,95,81,3,10,8,10,Medium,Moderate,Low,Practical Builder
STU-0244,31,Male,Kajiado,AI & Machine Learning,Diploma,Physical,Diploma,Self-employed,Partial Scholarship,Smartphone,Average,4.2,2,43,9,9,49,42,27,7,19,1,C++,Academic research,Instagram,Blockchain App,6395,16105,50,26,1,54,38,10,2,6,1,Medium,Irregular,Medium,Struggling Learner
STU-0245,39,Male,Eldoret,Data Science,Certificate,Physical,High School,Self-employed,Full Payment,Laptop,Good,0.8,11,79,13,6,55,72,2,0,111,7,C++,Build startup,WhatsApp,Data Dashboard,16512,58488,0,7,9,37,69,3,6,8,8,High,Moderate,Medium,Practical Builder
STU-0246,32,Female,Mombasa,AI & Machine Learning,Diploma,Online,High School,Student,Full Payment,Laptop,Good,2.9,16,90,14,5,79,92,3,13,136,4,Kotlin,Build startup,TikTok,AI Model,3695,20305,20,1,5,86,97,2,7,9,8,High,Consistent,Low,High Performer
STU-0247,23,Male,Nairobi,Cybersecurity,Certificate,Physical,High School,Self-employed,Partial Scholarship,Desktop,Poor,2.1,18,70,16,1,60,52,39,3,68,5,Python,Upskill current job,WhatsApp,AI Model,12745,17255,0,2,8,74,63,7,2,5,4,High,Moderate,Medium,Career Switcher
STU-0248,29,Male,Eldoret,Software Engineering,Diploma,Online,Degree,Self-employed,Full Payment,Smartphone,Average,1.3,11,51,8,10,50,53,44,5,11,3,C++,Build startup,School Visit,IoT Project,38476,42524,10,15,6,113,57,2,6,4,10,Low,Irregular,Medium,Casual Learner
STU-0249,24,Male,Nyeri,Software Engineering,Diploma,Hybrid,High School,Self-employed,Full Payment,Laptop,Average,2.2,4,34,7,4,44,33,20,10,2,0,Java,Build startup,TikTok,IoT Project,17391,5109,50,30,4,105,24,9,7,4,1,Medium,Irregular,High,Struggling Learner
STU-0250,38,Male,Kakamega,Software Engineering,Diploma,Hybrid,Diploma,Unemployed,Installments,Laptop,Good,1.9,31,84,16,4,81,79,13,3,81,4,JavaScript,Academic research,TikTok,AI Model,42982,77018,0,1,6,69,74,7,8,9,3,High,Consistent,Low,High Performer
STU-0251,35,Female,Kakamega,Mobile App Development,Certificate,Online,Postgraduate,Student,Partial Scholarship,Laptop,Average,0.1,10,54,15,5,70,45,11,4,53,4,Java,Build startup,WhatsApp,Data Dashboard,40227,31773,20,16,1,53,54,5,8,6,7,Medium,Irregular,Low,Casual Learner
STU-0252,21,Male,Nairobi,Cybersecurity,Certificate,Online,Degree,Unemployed,Installments,Laptop,Average,1.8,10,76,9,3,59,65,27,4,42,1,C++,Build startup,TikTok,Data Dashboard,101254,6746,10,16,1,103,71,9,8,7,1,Low,Moderate,Medium,Casual Learner
STU-0253,28,Male,Kisii,Software Engineering,Diploma,Hybrid,Diploma,Self-employed,Installments,Smartphone,Poor,1.5,6,45,13,2,47,69,27,4,10,4,C++,Get a tech job,Referral,Blockchain App,20994,21006,30,15,6,93,56,9,9,7,10,Low,Irregular,Low,Casual Learner
STU-0254,41,Female,Mombasa,Blockchain Development,Bootcamp,Online,Diploma,Unemployed,Installments,Laptop,Average,3.3,2,29,16,1,46,53,45,2,26,2,JavaScript,Get a tech job,WhatsApp,Mobile App,14880,30120,50,16,3,30,46,3,9,3,8,Low,Irregular,Medium,Struggling Learner
STU-0255,25,Female,Eldoret,Cybersecurity,Certificate,Physical,High School,Employed,Full Payment,Laptop,Poor,1.8,25,86,8,3,79,73,33,12,31,2,Kotlin,Freelance,Instagram,Blockchain App,16367,21133,50,4,3,5,81,10,9,8,8,Very High,Consistent,Low,Practical Builder
STU-0256,27,Male,Machakos,Full Stack JavaScript,Bootcamp,Hybrid,Postgraduate,Student,Partial Scholarship,Smartphone,Good,1.6,28,86,17,3,75,97,32,6,76,7,C++,Upskill current job,TikTok,IoT Project,11631,3369,50,2,8,89,87,1,6,7,6,Very High,Consistent,Low,High Performer
STU-0257,29,Male,Machakos,Robotics,Diploma,Physical,Postgraduate,Student,Sponsored,Laptop,Average,2.6,9,27,18,0,28,51,30,10,5,1,Python,Build startup,Instagram,Data Dashboard,26847,153,10,28,4,74,36,4,4,3,2,Medium,Irregular,Medium,Struggling Learner
STU-0258,24,Female,Kakamega,Mobile App Development,Certificate,Physical,High School,Employed,Partial Scholarship,Laptop,Average,2.8,13,74,10,4,54,71,7,4,63,4,Java,Upskill current job,School Visit,Blockchain App,23247,66753,0,9,8,16,66,2,6,6,2,High,Moderate,Low,Career Switcher
STU-0259,26,Male,Nyeri,Software Engineering,Diploma,Physical,Postgraduate,Unemployed,Installments,Laptop,Good,2.0,7,51,14,5,65,45,29,2,39,4,C++,Academic research,Google Search,Blockchain App,16061,46938,30,13,2,81,47,3,1,6,5,Medium,Irregular,Low,Casual Learner
STU-0260,32,Female,Kisii,Cybersecurity,Certificate,Hybrid,High School,Self-employed,Full Payment,Desktop,Good,0,11,63,12,7,61,81,22,12,65,3,Dart,Upskill current job,Referral,Mobile App,89513,30487,0,3,2,55,74,2,9,8,5,High,Moderate,Medium,Career Switcher
STU-0261,41,Male,Kisii,Full Stack JavaScript,Bootcamp,Online,Diploma,Employed,Installments,Laptop,Excellent,2.1,10,76,10,1,78,88,22,7,43,7,Kotlin,Build startup,Referral,Web App,51219,23781,0,2,9,27,73,2,9,9,10,High,Moderate,Low,Practical Builder
STU-0262,29,Female,Nakuru,Cybersecurity,Certificate,Hybrid,Diploma,Unemployed,Sponsored,Smartphone,Good,3.9,30,94,9,1,83,98,31,10,158,5,Dart,Build startup,Google Search,Data Dashboard,19351,64649,30,0,6,90,100,4,1,10,5,High,Consistent,Low,High Performer
STU-0263,26,Male,Kiambu,Cloud Computing,Certificate,Online,Diploma,Unemployed,Partial Scholarship,Laptop,Good,0,9,62,19,1,54,27,7,0,13,2,Python,Get a tech job,School Visit,AI Model,23703,6297,50,10,1,21,52,4,3,3,9,Low,Moderate,Medium,Struggling Learner
STU-0264,34,Male,Kajiado,Full Stack JavaScript,Bootcamp,Hybrid,High School,Employed,Installments,Smartphone,Good,0.9,18,88,16,0,58,86,15,0,77,3,Java,Build startup,WhatsApp,IoT Project,58771,31229,0,9,4,29,81,5,4,7,10,Medium,Consistent,Low,Career Switcher
STU-0265,19,Female,Nakuru,Cloud Computing,Certificate,Physical,Diploma,Unemployed,Installments,Smartphone,Good,2.2,18,85,15,3,77,90,24,0,54,7,Python,Freelance,WhatsApp,Web App,12938,8062,30,5,5,82,85,2,5,7,9,High,Consistent,Low,Practical Builder
STU-0266,27,Female,Mombasa,Full Stack JavaScript,Bootcamp,Hybrid,Diploma,Self-employed,Full Payment,Laptop,Excellent,1.2,13,90,19,1,58,75,35,4,97,7,C++,Academic research,School Visit,IoT Project,37582,7418,0,4,10,82,75,1,3,7,7,Medium,Consistent,Medium,Practical Builder
STU-0267,32,Male,Nakuru,Cloud Computing,Certificate,Online,Diploma,Employed,Full Payment,Laptop,Average,3.2,17,86,16,2,74,83,17,6,120,5,Python,Get a tech job,WhatsApp,Mobile App,6798,23202,50,2,10,71,81,5,2,8,7,High,Consistent,Medium,Practical Builder
STU-0268,22,Male,Kiambu,Data Science,Certificate,Hybrid,Postgraduate,Student,Partial Scholarship,Laptop,Good,0.5,11,76,17,2,72,66,15,11,48,1,JavaScript,Build startup,Referral,AI Model,35699,24301,50,15,1,89,77,10,1,8,3,Low,Moderate,Low,Casual Learner
STU-0269,33,Female,Nairobi,AI & Machine Learning,Diploma,Physical,Postgraduate,Employed,Installments,Laptop,Excellent,1.5,5,63,20,1,59,60,41,8,23,3,Java,Freelance,Instagram,Web App,40392,19608,0,9,1,110,52,8,10,7,1,Medium,Moderate,Low,Casual Learner
STU-0270,28,Male,Kajiado,Software Engineering,Diploma,Physical,High School,Unemployed,Installments,Laptop,Good,3.2,19,97,11,5,75,82,27,14,109,4,Kotlin,Get a tech job,Instagram,Design Prototype,20280,24720,0,3,11,28,96,5,2,9,8,Very High,Consistent,Low,High Performer
STU-0271,20,Male,Nakuru,Cybersecurity,Certificate,Online,Postgraduate,Unemployed,Sponsored,Smartphone,Average,2.0,8,52,9,1,66,60,6,12,40,4,Kotlin,Academic research,WhatsApp,Web App,17962,3038,30,7,3,7,50,3,6,5,4,Medium,Irregular,Medium,Casual Learner
STU-0272,32,Female,Nakuru,Cloud Computing,Certificate,Physical,Postgraduate,Employed,Installments,Desktop,Average,3.0,13,73,19,0,77,77,12,13,115,5,JavaScript,Build startup,Google Search,Web App,28708,46292,0,3,10,80,85,3,4,6,3,Very High,Moderate,Low,Practical Builder
STU-0273,23,Male,Nairobi,Blockchain Development,Bootcamp,Physical,Degree,Employed,Full Payment,Laptop,Poor,1.1,27,90,8,0,86,91,42,11,108,5,Kotlin,Freelance,Instagram,AI Model,8292,18708,10,0,7,46,87,5,8,9,10,High,Consistent,Low,High Performer
STU-0274,20,Male,Kakamega,Data Science,Certificate,Physical,Diploma,Self-employed,Installments,Tablet,Good,1.7,13,68,8,0,55,65,37,14,22,2,C++,Upskill current job,Event,Mobile App,31785,40215,20,15,1,118,62,4,8,5,2,Low,Moderate,Low,Casual Learner
STU-0275,40,Male,Nairobi,UI/UX Design,Certificate,Online,Postgraduate,Self-employed,Partial Scholarship,Desktop,Good,0.3,13,78,20,0,57,85,18,0,83,6,Dart,Upskill current job,School Visit,Design Prototype,26162,63838,0,0,5,77,73,4,7,9,9,Very High,Moderate,Medium,Practical Builder
STU-0276,29,Female,Kisumu,Cloud Computing,Certificate,Online,Diploma,Employed,Installments,Laptop,Excellent,1.0,9,58,11,0,36,39,34,3,14,1,JavaScript,Academic research,Referral,Web App,20643,357,30,29,2,42,39,3,5,3,5,Low,Moderate,Medium,Struggling Learner
STU-0277,37,Female,Machakos,Full Stack JavaScript,Bootcamp,Online,Degree,Employed,Installments,Laptop,Average,3.9,11,77,18,2,61,66,38,8,17,5,Kotlin,Build startup,Google Search,Mobile App,52704,10295,30,10,2,31,75,4,6,7,4,High,Moderate,Medium,Career Switcher
STU-0278,28,Male,Eldoret,Cloud Computing,Certificate,Online,Diploma,Unemployed,Full Payment,Smartphone,Average,2.4,3,43,7,1,21,39,27,3,10,0,Python,Get a tech job,Event,Web App,42407,47593,0,19,4,63,43,2,9,3,1,Low,Irregular,Medium,Struggling Learner
